,Unnamed: 0,Double record?,qid,Sarwiki,P418,P34,Unnamed: 5,Unnamed: 6,Senwiki,P671,P34.1,Wikidata_qid,Wikidata2,Len,Den,P2,P2.1,P131,P131.1,lat_lon_P48,P670,qal18,wik_en_x,sv.wiki,wik_tr_x,Description,anc_name_x,lat_wgs1984_x,lon_wgs1984_x,accuracy_x,qid.1,"cdli_legacy_""Len""",cdli_provenience_id_P694,transciption_name,language,tr_name,ara_name_x,arm_name_x,fas_name_x,geo_name_x,gre_name_x,heb_name_x,rus_name_x,pleiades_id_P671,osm_id,osm_type,site_id_x,geonames_id,Unnamed: 47,wik_ara_x,wik_fas_x,wik_gre_x,wik_heb_x,wik_en.1,lan,qid.2,"qid,Len,Lfr,Lde,Den,P2,P2,P131,P131,P48,P670,qal18",place,link,placeLabel,site_id_y,cdli_provenience_id,accuracy_y,anc_name_y,transc_name,ara_name_y,arm_name_y,fas_name_y,geo_name_y,gre_name_y,heb_name_y,rus_name_y,legacy_name,pleiades_url,osm_url,geonames_url,wik_en_y,wik_ara_y,wik_fas_y,wik_gre_y,wik_heb_y,wik_tr_y,rla_url,wikidata_url,lon_wgs1984_y,lat_wgs1984_y,geometry,_merge
260,404.0,,Q389730,,,fa:قندهار,,, Alexandria Arachosia ,59669.0,,,,Qandahār,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@31.6025/65.6588,Qandahār,Q389601,https://en.wikipedia.org/wiki/Alexandria_Arachosia,,,ancient location and modern archeologoical excavation site,Unknown,31.6025,65.6588,1.0,Q389730,,,Qandahār,Farsi,,,,قندهار,,,,,59669.0,,,KDH,,,,,,,https://en.wikipedia.org/wiki/Alexandria_Arachosia,,,",""Qandahār"",""Qandahār"",""Qandahār"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@31.6025/65.6588,""""""Qandahār"""""",Q389601",,,,KDH,0,3,,Qandahār,,,,,,,,,https://pleiades.stoa.org/places/59669,,,https://en.wikipedia.org/wiki/Alexandria_Arachosia,,,,,,,https://wikidata.org/wiki/Q7084310,65.6596,31.6010,,both
261,444.0,,Q389809,,,,,,,,ar:الخضر,,,Al-Khiḍr,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@29.4657/48.288,Al-Khiḍr,Q389598,,,,ancient location and modern archeologoical excavation site,Unknown,29.4657,48.288,3.0,Q389809,,,Al-Khiḍr,Arabic,,الخضر,,,,,,,,,,KDR,,,,,,,,,,",""Al-Khiḍr"",""Al-Khiḍr"",""Al-Khiḍr"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@29.4657/48.288,""""""Al-Khiḍr"""""",Q389598",,,,KDR,0,3,,Al-Khiḍr,الخضر,,,,,,,,https://pleiades.stoa.org/places/796733962,,,,,,,,,,,48.2880,29.4657,,both
262,499.0,,Q390049,,,,,,P671,842949950.0,,,,Kenk Boǧazı,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@37.2506/37.8436,Kenk Boǧazı,Q246325,,,,ancient location and modern archeologoical excavation site,Unknown,37.2506,37.8436,2.0,Q390049,,,Kenk Boǧazı,Turkish,,,,,,,,,842949950.0,,,KEB,,,,,,,,,,",""Kenk Boǧazı"",""Kenk Boǧazı"",""Kenk Boǧazı"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@37.2506/37.8436,""""""Kenk Boǧazı"""""",Q246325",,,,KEB,0,2,,Kenk Boǧazı,,,,,,,,,https://pleiades.stoa.org/places/842949950,,,,,,,,,,,37.8436,37.2506,,both
263,561.0,,Q390146,,6969127.0,,,,,,,,,Keçikıran,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@38.9714/43.6345,Keçikıran,Q246325,,,,ancient location and modern archeologoical excavation site,Unknown,38.9714,43.6345,2.0,Q390146,,,Keçikıran,Turkish,,,,,,,,,,2284818560.0,node,KEC,6969127.0,,,,,,,,,",""Keçikıran"",""Keçikıran"",""Keçikıran"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@38.9714/43.6345,""""""Keçikıran"""""",Q246325",,,,KEC,0,2,,Keçikıran,,,,,,,,,https://pleiades.stoa.org/places/599472845,https://www.openstreetmap.org/node/2284818560,https://www.geonames.org/6969127,,,,,,,,,43.6345,38.9714,,both
264,327.0,,Q390011,مسلة_كله_شين,93750.0,,,, Kelashin Stele ,,ar:كليشين,Q3849877,,Kalīshīn,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@36.9171/44.8994,Kalīshīn,Q389598,https://en.wikipedia.org/wiki/Kelashin_Stele,,,ancient location and modern archeologoical excavation site,Unknown,36.9171,44.8994,1.0,Q390011,,,Kalīshīn,Arabic,,كليشين,,,,,,,,2488199222.0,node,KEL,93750.0,Q3849877,ar.wikipedia.org/wiki/مسلة_كله_شين,,,,https://en.wikipedia.org/wiki/Kelashin_Stele,,,",""Kalīshīn"",""Kalīshīn"",""Kalīshīn"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@36.9171/44.8994,""""""Kalīshīn"""""",Q389598",Q389981,Q15876602,Idu,KEL,0,1,,Kalīshīn,كليشين,,,,,,,,https://pleiades.stoa.org/places/129260382,https://www.openstreetmap.org/node/2488199222,https://www.geonames.org/93750,https://en.wikipedia.org/wiki/Kelashin_Stele,https://ar.wikipedia.org/wiki/مسلة_كله_شين,,,,,,,44.8994,36.9171,,both
265,550.0,,Q390132,,307979.0,,,,,,,,,Kevenli,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@38.4746/43.4475,Kevenli,Q246325,,,,ancient location and modern archeologoical excavation site,Unknown,38.4746,43.4475,2.0,Q390132,,,Kevenli,Turkish,,,,,,,,,,1482093850.0,node,KEV,307979.0,,,,,,,,,",""Kevenli"",""Kevenli"",""Kevenli"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@38.4746/43.4475,""""""Kevenli"""""",Q246325",,,,KEV,0,2,,Kevenli,,,,,,,,,https://pleiades.stoa.org/places/159316337,https://www.openstreetmap.org/node/1482093850,https://www.geonames.org/307979,,,,,,,,,43.4475,38.4746,,both
266,406.0,,Q389736,,126291.0,fa:کول‌فرح,,,,,,,,Kūlfaraḥ,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@31.8706/49.9286,Kūlfaraḥ,Q389601,,,,ancient location and modern archeologoical excavation site,Unknown,31.8706,49.9286,1.0,Q389736,,,Kūlfaraḥ,Farsi,,,,کول‌فرح,,,,,,4857790525.0,node,KFA,126291.0,,,,,,,,,",""Kūlfaraḥ"",""Kūlfaraḥ"",""Kūlfaraḥ"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@31.8706/49.9286,""""""Kūlfaraḥ"""""",Q389601",,,,KFA,0,1,,Kūlfaraḥ,,,کول‌فرح,,,,,,https://pleiades.stoa.org/places/656082517,https://www.openstreetmap.org/node/4857790525,https://www.geonames.org/126291,,,,,,,,,49.9286,31.8706,,both
267,222.0,,Q389731,,,fa:کامفیروز,,, Kamfiruz ,,,,,Kāmfīrūz,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@30.3241/52.1962,Kāmfīrūz,Q389601,https://en.wikipedia.org/wiki/Kamfiruz,,,ancient location and modern archeologoical excavation site,Unknown,30.3241,52.1962,3.0,Q389731,"""uncertain (mod. Kam-Firouz)""","""""""""414""""""""",Kāmfīrūz,Farsi,,,,کامفیروز,,,,,,1753687451.0,node,KFI,,,,https://fa.wikipedia.org/wiki/کامفیروز,,,https://en.wikipedia.org/wiki/Kamfiruz,,,",""Kāmfīrūz"",""Kāmfīrūz"",""Kāmfīrūz"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@30.3241/52.1962,""""""Kāmfīrūz"""""",Q389601",,,,KFI,414,1,,Kāmfīrūz,,,کامفیروز,,,,,uncertain (mod. Kam-Firouz),https://pleiades.stoa.org/places/262648502,https://www.openstreetmap.org/node/1753687451,,https://en.wikipedia.org/wiki/Kamfiruz,,https://fa.wikipedia.org/wiki/کامفیروز,,,,,https://wikidata.org/wiki/Q4358601,52.1962,30.3241,,both
268,528.0,,Q390100,,,,,,,,,,,Kef Kalesi,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@38.8334/42.7191,Kef Kalesi,Q246325,,,,ancient location and modern archeologoical excavation site,Unknown,38.8334,42.7191,2.0,Q390100,,,Kef Kalesi,Turkish,,,,,,,,,,183026112.0,way,KFK,,,,,,,,,,",""Kef Kalesi"",""Kef Kalesi"",""Kef Kalesi"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@38.8334/42.7191,""""""Kef Kalesi"""""",Q246325",,,,KFK,0,2,,Kef Kalesi,,,,,,,,,https://pleiades.stoa.org/places/622564240,https://www.openstreetmap.org/way/183026112,,,,,,,,,https://wikidata.org/wiki/Q15823298,42.7191,38.8334,,both
269,458.0,,Q389902,,,,,,,,ar:تل خيبر,,,Tall Khaibar,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@31.0593/45.9328,Tall Khaibar,Q389598,,,,ancient location and modern archeologoical excavation site,Unknown,31.0593,45.9328,3.0,Q389902,,,Tall Khaibar,Arabic,,تل خيبر,,,,,,,,2482459138.0,node,KHA,,,,,,,,,,",""Tall Khaibar"",""Tall Khaibar"",""Tall Khaibar"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@31.0593/45.9328,""""""Tall Khaibar"""""",Q389598",,,,KHA,0,3,,Tall Khaibar,تل خيبر,,,,,,,,https://pleiades.stoa.org/places/12084644,https://www.openstreetmap.org/node/2482459138,,https://en.wikipedia.org/wiki/Tell_Khaiber,https://ar.wikipedia.org/wiki/تل_خيبر,,,,,,https://wikidata.org/wiki/Q55115737,45.9328,31.0593,,both
270,387.0,,Q389690,,6684057.0,fa:تپه خیبر,,,,,,,,Tapah Khībr,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@34.5441/46.6409,Tapah Khībr,Q389601,,,,ancient location and modern archeologoical excavation site,Unknown,34.5441,46.6409,3.0,Q389690,,,Tapah Khībr,Farsi,,,,تپه خیبر,,,,,,3524795054.0,node,KHI,6684057.0,,,,,,,,,",""Tapah Khībr"",""Tapah Khībr"",""Tapah Khībr"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@34.5441/46.6409,""""""Tapah Khībr"""""",Q389601",,,,KHI,0,3,,Tapah Khībr,,,تپه خیبر,,,,,,https://pleiades.stoa.org/places/733639419,https://www.openstreetmap.org/node/3524795054,https://www.geonames.org/6684057,,,,,,,,,46.6409,34.5441,,both
271,218.0,,Q389609,معبد_هيبس,353686.0,,,, Temple of Hibis ,776181.0,ar:الخرجة,Q4115642,,Al-Kharjah,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@25.4764/30.5552,Al-Kharjah,Q389598,https://en.wikipedia.org/wiki/Temple_of_Hibis,,,Human settlement in Egypt,Unknown,25.4764,30.5552,2.0,Q389609,"""uncertain (mod. El-Khargeh)""","""""""""409""""""""",Al-Kharjah,Arabic,,الخرجة,,,,,,,776181.0,768717700.0,node,KHR,353686.0,Q4115642,https://ar.wikipedia.org/wiki/معبد_هيبس,,,,https://en.wikipedia.org/wiki/Temple_of_Hibis,,,",""Al-Kharjah"",""Al-Kharjah"",""Al-Kharjah"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@25.4764/30.5552,""""""Al-Kharjah"""""",Q389598",Q389941,Q1952563,Mumbaqat,KHR,409,2,,Al-Kharjah,الخرجة,,,,,,,uncertain (mod. El-Khargeh),https://pleiades.stoa.org/places/776181,https://www.openstreetmap.org/node/768717700,https://www.geonames.org/353686,https://en.wikipedia.org/wiki/Temple_of_Hibis,https://ar.wikipedia.org/wiki/معبد_هيبس,,,,,,https://wikidata.org/wiki/Q4115642,30.5552,25.4764,,both
272,184.0,,Q389889,تل_بري,420334.0,,,, Tell Barri ,874732.0,ar:تل بري,Q3822951,,Tell Barri,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@36.7386/41.127,Tall Barri,Q389598,https://en.wikipedia.org/wiki/Tell_Barri,,,ancient location and modern archeologoical excavation site,Kahat,36.7386,41.127,3.0,Q389889,"""Kahat (mod. Tell Barri)""","""""""""300""""""""",Tall Barri,Arabic,,تل بري,,,,,,,874732.0,371876539.0,way,KHT,420334.0,Q3822951,https://ar.wikipedia.org/wiki/تل_بري,,,,https://en.wikipedia.org/wiki/Tell_Barri,,,",""Tell Barri"",""Tell Barri"",""Tell Barri"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@36.7386/41.127,""""""Tall Barri"""""",Q389598",Q389968,Q1305112,Khafājī,KHT,300,3,Kahat,Tall Barri,تل بري,,,,,,,Kahat (mod. Tell Barri),https://pleiades.stoa.org/places/874732,https://www.openstreetmap.org/way/371876539,https://www.geonames.org/420334,https://en.wikipedia.org/wiki/Tell_Barri,https://ar.wikipedia.org/wiki/تل_بري,,,,,,https://wikidata.org/wiki/Q3822951,41.1270,36.7386,,both
273,10.0,,Q389966,,,,,,,,ar:خان حسوا,,,Khān Ḥaswā,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@32.8277/44.4016,Khān Ḥaswā,Q389598,,,,ancient location and modern archeologoical excavation site,Unknown,32.8277,44.4016,2.0,Q389966,"""uncertain (mod. Khan Haswa) ?""","""""""""19""""""""",Khān Ḥaswā,Arabic,,خان حسوا,,,,,,,,,,KHW,,,,,,,,,,",""Khān Ḥaswā"",""Khān Ḥaswā"",""Khān Ḥaswā"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@32.8277/44.4016,""""""Khān Ḥaswā"""""",Q389598",,,,KHW,19,1,,Khān Ḥaswā,خان حسوا,,,,,,,uncertain (mod. Khan Haswa) ?,https://pleiades.stoa.org/places/653436097,,,,,,,,,,,44.4016,32.8277,,both
274,429.0,,Q389774,,,,,,,,,,,Kawala Kandal,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@35.8079/43.6532,Kawala Kandal,Q389598,,,,ancient location and modern archeologoical excavation site,Unknown,35.8079,43.6532,3.0,Q389774,,,Kawala Kandal,Arabic,,Unknown,,,,,,,,,,KKA,,,,,,,,,,",""Kawala Kandal"",""Kawala Kandal"",""Kawala Kandal"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@35.8079/43.6532,""""""Kawala Kandal"""""",Q389598",,,,KKA,0,3,,Kawala Kandal,,,,,,,,,https://pleiades.stoa.org/places/946489831,,,,,,,,,,,43.6532,35.8079,,both
275,135.0,,Q390069,,,,,,,874418.0,,,,Üçtepe,ancient location and modern archeologoical excavation site,Q8,Q389596,Q389595,Q389597,@37.826/40.5397,Üçtepe,Q246325,,,,ancient location and modern archeologoical excavation site,Unknown,37.826,40.5397,3.0,Q390069,"""uncertain (mod. Kurkh)""","""""""""230""""""""",Üçtepe,Turkish,,,,,,,,,874418.0,281267700.0,way,KKH,,,,,,,,,,",""Üçtepe"",""Üçtepe"",""Üçtepe"",""ancient location and modern archeologoical excavation site"",Q8,Q389596,Q389595,Q389597,@37.826/40.5397,""""""Üçtepe"""""",Q246325",,,,KKH,230,3,,Üçtepe,,,,,,,,uncertain (mod. Kurkh),https://pleiades.stoa.org/places/874418,https://www.openstreetmap.org/way/281267700,,,,,,,https://tr.wikipedia.org/wiki/Üçtepe_Höyük,,https://wikidata.org/wiki/Q6099391,40.5397,37.8260,,both
276,411.0,,Q389746,,616584.0,,,,,,,,,Karakala,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@40.0487/43.8488,Karakala,Q389602,,,,ancient location and modern archeologoical excavation site,Unknown,40.0487,43.8488,1.0,Q389746,,,Karakala,Armenian,,,Unknown,,,,,,,,,KKL,616584.0,,,,,,,,,",""Karakala"",""Karakala"",""Karakala"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@40.0487/43.8488,""""""Karakala"""""",Q389602",,,,KKL,0,1,,Karakala,,,,,,,,,https://pleiades.stoa.org/places/268144622,,https://www.geonames.org/616584,,,,,,,,,43.8488,40.0487,,both
277,370.0,,Q389629,,,,,,,,,,,Khirbet Kusiya,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@32.4242/35.0062,Khirbet Kusiya,Q389600,,,,Human settlement in Israel,Unknown,32.4242,35.0062,1.0,Q389629,,,Khirbet Kusiya,Hebrew,,,,,,,Unknown,,,,,KKU,,,,,,,,,,",""Khirbet Kusiya"",""Khirbet Kusiya"",""Khirbet Kusiya"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@32.4242/35.0062,""""""Khirbet Kusiya"""""",Q389600",,,,KKU,0,1,,Khirbet Kusiya,,,,,,,,,https://pleiades.stoa.org/places/268144623,,,,,,,,,,,35.0062,32.4242,,both
278,178.0,,Q390023,آثار_نهر_الكلب,,,,, Stelae of Nahr el-Kalb ,2970016.0,ar:نهر الكلب,,,Nahr al-Kalb,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@33.9554/35.5966,Nahr al-Kalb,Q389598,https://en.wikipedia.org/wiki/Stelae_of_Nahr_el-Kalb,,,ancient location and modern archeologoical excavation site,Unknown,33.9554,35.5966,2.0,Q390023,"""uncertain (mod. Nahr el-Kelb)""","""""""""292""""""""",Nahr al-Kalb,Arabic,,نهر الكلب,,,,,,,2970016.0,,,KLB,,,https://ar.wikipedia.org/wiki/آثار_نهر_الكلب,,,,https://en.wikipedia.org/wiki/Stelae_of_Nahr_el-Kalb,,,",""Nahr al-Kalb"",""Nahr al-Kalb"",""Nahr al-Kalb"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@33.9554/35.5966,""""""Nahr al-Kalb"""""",Q389598",,,,KLB,292,2,,Nahr al-Kalb,نهر الكلب,,,,,,,uncertain (mod. Nahr el-Kelb),https://pleiades.stoa.org/places/2970016,,,https://en.wikipedia.org/wiki/Stelae_of_Nahr_el-Kalb,https://ar.wikipedia.org/wiki/آثار_نهر_الكلب,,,,,,https://wikidata.org/wiki/Q6530366,35.5966,33.9554,,both
279,544.0,,Q390123,,,,,,,,,,,Kalecik,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@38.5459/43.3377,Kalecik,Q246325,,,,ancient location and modern archeologoical excavation site,Unknown,38.5459,43.3377,2.0,Q390123,,,Kalecik,Turkish,,,,,,,,,,1860375461.0,node,KLC,,,,,,,,,,",""Kalecik"",""Kalecik"",""Kalecik"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@38.5459/43.3377,""""""Kalecik"""""",Q246325",,,,KLC,0,2,,Kalecik,,,,,,,,,https://pleiades.stoa.org/places/592565721,https://www.openstreetmap.org/node/1860375461,,,,,,,,,,43.3377,38.5459,,both
280,504.0,,Q390063,,298676.0,,,,P671,2793986.0,,,,Kaleköy,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@39.0253/39.6584,Kaleköy,Q246325,,,,ancient location and modern archeologoical excavation site,Unknown,39.0253,39.6584,1.0,Q390063,,,Kaleköy,Turkish,,,,,,,,,2793986.0,1491510556.0,node,KLK,298676.0,,,,,,,,,",""Kaleköy"",""Kaleköy"",""Kaleköy"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@39.0253/39.6584,""""""Kaleköy"""""",Q246325",,,,KLK,0,1,,Kaleköy,,,,,,,,,https://pleiades.stoa.org/places/2793986,https://www.openstreetmap.org/node/1491510556,https://www.geonames.org/298676,,,,,,,,,39.6584,39.0253,,both
281,291.0,,Q389871,كرمليس,6860783.0,,,, Karemlash ,,ar:تل القديسة بربارة,Q4115974,,Karamlesh,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@36.3056/43.4095,Tall al-Qaddīsah Barbārah,Q389598,https://en.wikipedia.org/wiki/Karemlash,,,ancient location and modern archeologoical excavation site,Kar-Mullissi,36.3056,43.4095,3.0,Q389871,,,Tall al-Qaddīsah Barbārah,Arabic,,تل القديسة بربارة,,,,,,,,4470758281.0,node,KML,6860783.0,Q4115974,https://ar.wikipedia.org/wiki/كرمليس,,,,https://en.wikipedia.org/wiki/Karemlash,,,",""Karamlesh"",""Karamlesh"",""Karamlesh"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@36.3056/43.4095,""""""Tall al-Qaddīsah Barbārah"""""",Q389598",Q390001,Q200200,Assur,KML,0,3,Kar-Mullissi,Tall al-Qaddīsah Barbārah,تل القديسة بربارة,,,,,,,,https://pleiades.stoa.org/places/863362570,https://www.openstreetmap.org/node/4470758281,https://www.geonames.org/6860783,https://en.wikipedia.org/wiki/Karemlash,https://ar.wikipedia.org/wiki/كرمليس,,,,,,https://wikidata.org/wiki/Q4115974,43.4095,36.3056,,both
282,487.0,,Q390012,,,,,,,,ar:كمونة,,,Kimūnah,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@36.7713/42.7304,Kimūnah,Q389598,,,,ancient location and modern archeologoical excavation site,Unknown,36.7713,42.7304,2.0,Q390012,,,Kimūnah,Arabic,,كمونة,,,,,,,,,,KMN,,,,,,,,,,",""Kimūnah"",""Kimūnah"",""Kimūnah"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@36.7713/42.7304,""""""Kimūnah"""""",Q389598",,,,KMN,0,2,,Kimūnah,كمونة,,,,,,,,https://pleiades.stoa.org/places/178862775,,,,,,,,,,,42.7304,36.7713,,both
283,534.0,,Q390109,,310597.0,,,,,,,,,Kamışvan,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@39.2345/42.9701,Kamışvan,Q246325,,,,ancient location and modern archeologoical excavation site,Unknown,39.2345,42.9701,2.0,Q390109,,,Kamışvan,Turkish,,,,,,,,,,,,KMS,310597.0,,,,,,,,,",""Kamışvan"",""Kamışvan"",""Kamışvan"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@39.2345/42.9701,""""""Kamışvan"""""",Q246325",,,,KMS,0,2,,Kamışvan,,,,,,,,,https://pleiades.stoa.org/places/552728268,,https://www.geonames.org/310597,,,,,,,,,42.9701,39.2345,,both
284,489.0,,Q390015,,94957.0,,,,,,ar:کانی بی,,,Kānī Bī,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@35.881/44.8358,Kānī Bī,Q389598,,,,ancient location and modern archeologoical excavation site,Unknown,35.881,44.8358,2.0,Q390015,,,Kānī Bī,Arabic,,کانی بی,,,,,,,,2488273707.0,node,KNB,94957.0,,,,,,,,,",""Kānī Bī"",""Kānī Bī"",""Kānī Bī"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@35.881/44.8358,""""""Kānī Bī"""""",Q389598",,,,KNB,0,2,,Kānī Bī,کانی بی,,,,,,,,https://pleiades.stoa.org/places/262881655,https://www.openstreetmap.org/node/2488273707,https://www.geonames.org/94957,,,,,,,,,44.8358,35.8810,,both
285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KNJ,652,2,,Kanī Jūnī,,,كنى جونى,,,,,,https://pleiades.stoa.org/places/823618977,,,,,,,,,,,47.6091,33.4988,,right_only
286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KNN,656,2,,Kanī Jūnī,,,كنى جونى,,,,,,https://pleiades.stoa.org/places/823618978,,,,,,,,,,,47.6030,33.4982,,right_only
287,177.0,,Q390036,,,,Strwiki,Kültepe, Kültepe ,628923.0,,Q538605,,Kültepe,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@38.8517/35.6365,Kültepe,Q246325,https://en.wikipedia.org/wiki/Kültepe,,https://tr.wikipedia.org/wiki/Kültepe,ancient location and modern archeologoical excavation site,Kanesh,38.8517,35.6365,3.0,Q390036,"""Kanesh (mod. Kültepe)""","""""""""291""""""""",Kültepe,Turkish,Kültepe,,,,,,,,628923.0,13858887.0,way,KNS,,Q538605,,,,,https://en.wikipedia.org/wiki/Kültepe,,,",""Kültepe"",""Kültepe"",""Kültepe"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@38.8517/35.6365,""""""Kültepe"""""",Q246325",Q390114,Q54571,Ayanıs,KNS,291,3,Kanesh,Kültepe,,,,,,,,Kanesh (mod. Kültepe),https://pleiades.stoa.org/places/628923,https://www.openstreetmap.org/way/13858887,,https://en.wikipedia.org/wiki/Kültepe,,,,,https://tr.wikipedia.org/wiki/Kültepe,,https://wikidata.org/wiki/Q538605,35.6365,38.8517,,both
288,527.0,,Q390099,,306944.0,,,,,,,,,Koçaklar,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@39.231/42.7035,Koçaklar,Q246325,,,,ancient location and modern archeologoical excavation site,Unknown,39.231,42.7035,2.0,Q390099,,,Koçaklar,Turkish,,,,,,,,,,2291750324.0,node,KOC,306944.0,,,,,,,,,",""Koçaklar"",""Koçaklar"",""Koçaklar"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@39.231/42.7035,""""""Koçaklar"""""",Q246325",,,,KOC,0,2,,Koçaklar,,,,,,,,,https://pleiades.stoa.org/places/890946697,https://www.openstreetmap.org/node/2291750324,https://www.geonames.org/306944,,,,,,,,,42.7035,39.2310,,both
289,565.0,,Q390150,,306281.0,,,,,,,,,Köşk,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@38.9322/43.7223,Köşk,Q246325,,,,ancient location and modern archeologoical excavation site,Unknown,38.9322,43.7223,2.0,Q390150,,,Köşk,Turkish,,,,,,,,,,2296998026.0,node,KOK,306281.0,,,,,,,,,",""Köşk"",""Köşk"",""Köşk"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@38.9322/43.7223,""""""Köşk"""""",Q246325",,,,KOK,0,2,,Köşk,,,,,,,,,https://pleiades.stoa.org/places/428648373,https://www.openstreetmap.org/node/2296998026,https://www.geonames.org/306281,,,,,,"https://tr.wikipedia.org/wiki/Köşkköy,_Muradiye",,https://wikidata.org/wiki/Q47269,43.7223,38.9322,,both
290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOR,0,2,,Uluşar,,,,,,,,,https://pleiades.stoa.org/places/545012435,https://www.openstreetmap.org/node/2296998066,https://www.geonames.org/298387,,,,,,,,,43.7350,38.8877,,right_only
